listing_id,host_name,room_type,description,borough,nbhood,last_review,price
103806,Jason,entire home/apt,BOHEMIAN EAST VILLAGE 2 BED HAVEN,Manhattan, East Village,May 27 2019,249
105510,Alex,entire home/apt,Private 1-Bedroom Apt in Townhouse,Brooklyn, Crown Heights,January 05 2019,100
106363,Alicia,private room,Bright Room With A Great River View,Manhattan, Harlem,June 26 2019,60
106647,Olivia,entire home/apt,Tree lined block modern apartment,Brooklyn, Bedford-Stuyvesant,June 16 2019,135
107630,Maya,entire home/apt,Sweet Historic Greenpoint Duplex,Brooklyn, Greenpoint,June 20 2019,175
107895,Kai,entire home/apt,Riverside Charm with Fire Place,Manhattan, Upper West Side,June 19 2019,120
110739,Driss,entire home/apt,"Very Central, Nomad/Chelsea Loft Studio",Manhattan, Midtown,July 03 2019,169
112435,Carol,private room,ALL ABOUT A VERY COMFORTABLE ROOM..,Brooklyn, Fort Greene,May 24 2019,95
113265,Anthony,private room,Brooklyn- Crown Heights Garden Apt.,Brooklyn, Crown Heights,June 21 2019,55
113945,Natalia,private room,Cozy room in Time Square!,Manhattan, Hell's Kitchen,May 11 2019,85
114123,Susi,entire home/apt,Large Park Slope Townhouse Duplex,Brooklyn, South Slope,May 19 2019,199
114229,Tony,entire home/apt,Lower East Side 2 Bedroom Apt,Manhattan, Lower East Side,June 08 2019,211
115535,Jane,private room,Sun-Drenched Hamilton Hts Jewel,Manhattan, Harlem,June 01 2019,65
115678,Will,entire home/apt,Your Stunning Vacation Apartment!,Manhattan, Harlem,June 23 2019,99
115748,Lilly,entire home/apt,1 BDRM Apt-Weekend Sublease,Queens, Astoria,June 16 2019,110
116940,Marylyn,entire home/apt,ROOM WITH A  KITCHENETTE,Brooklyn, Crown Heights,June 24 2019,80
118061,Roberta,entire home/apt,Style in Stuyvesant Heights,Brooklyn, Bedford-Stuyvesant,June 28 2019,110
118430,Paul,private room,Heart of Meatpacking & Chelsea,Manhattan, Chelsea,January 03 2019,290
120362,Itamar,entire home/apt,Williamsburg apartment right by the subway,Brooklyn, Williamsburg,July 02 2019,190
121687,Vikram,entire home/apt,Spacious Brooklyn Loft - 2 Bedroom,Brooklyn, Williamsburg,June 23 2019,200
123784,Christopher,entire home/apt,NYC Studio for Rent in Townhouse,Manhattan, Harlem,June 16 2019,110
125163,Rodney,private room,Authentic New York City Living,Brooklyn, Bedford-Stuyvesant,June 03 2019,99
125594,Antonín,private room,SUPER BIG AND COZY PRIVATE BEDROOM,Brooklyn, Kensington,May 19 2019,39
126443,Seith,entire home/apt,‚òÜMassive DUPLEX‚òÜ 2BR & 2BTH East Village 9+ Guests,Manhattan, East Village,July 07 2019,189
128975,Wayne,entire home/apt,City Room - Street View Apt,Manhattan, Harlem,June 13 2019,122
131154,Lauren,entire home/apt,Cozy and Bright One Bedroom in BK,Brooklyn, Greenpoint,July 07 2019,165
132516,Jean,entire home/apt,Forest Hills Apt minutes to midtown Manhattan,Queens, Forest Hills,July 01 2019,97
133025,Tracy,private room,Midtown cozy convenient,Manhattan, Murray Hill,June 06 2019,130
134934,Giovanni,entire home/apt,Prime Williamsburg Apartment,Brooklyn, Williamsburg,May 30 2019,225
135393,Karen,private room,"Private, spacious room in Brooklyn",Brooklyn, East Flatbush,June 24 2019,50
135465,Christopher,entire home/apt,Garden apartment close to Manhattan,Brooklyn, Fort Greene,June 20 2019,170
136493,Irena,entire home/apt,Stunning arty 3200sf 3FLR+3BR townhome w/terrace,Brooklyn, Park Slope,May 27 2019,250
139624,Jessica,entire home/apt,"Spacious,Sunny, private one bedroom",Brooklyn, Crown Heights,January 31 2019,64
140133,Daniel,entire home/apt,Truly Amazing Oasis In The City,Brooklyn, Williamsburg,July 05 2019,249
140973,Dave,entire home/apt,"East Village, King-Sized, Charmer",Manhattan, East Village,May 26 2019,185
141154,Mark,entire home/apt,Affordable Furnished Apartment,Brooklyn, Boerum Hill,June 22 2019,120
141984,Vanessa,entire home/apt,Charming Nolita Apartment!!,Manhattan, Nolita,June 10 2019,175
144087,Rinaldo,entire home/apt,LUXURY OF THE HORIZON,Manhattan, Harlem,May 18 2019,259
146754,Meighan,entire home/apt,Three-bedroom house in a quiet neighborhood,Brooklyn, Windsor Terrace,April 27 2019,250
147586,Julie,entire home/apt,Beautiful Duplex w/Private Garden,Manhattan, Harlem,June 16 2019,295
148825,B.,entire home/apt,Best City Area Columbia U Upper West Side C Park,Manhattan, Upper West Side,June 29 2019,165
149777,"Dee, Dre & Mama Shelley",entire home/apt,Artsy 1 bedroom Apt. 20 min to 42nd Grand Central!,Bronx, Woodlawn,June 23 2019,77
150804,Peter,entire home/apt,Lower East Side 2 Bed Apt.,Manhattan, Lower East Side,July 06 2019,250
151199,Gladys & Bob,entire home/apt,Astoria-Private Home NYC-,Queens, Astoria,July 03 2019,129
152078,Ewelina,private room,CHARMING PRIVATE BEDROOM EAST VILLAGE,Manhattan, East Village,February 12 2019,95
152259,Wayne,private room,City Room - Semi Private Bedroom,Manhattan, Harlem,May 28 2019,55
152263,William,entire home/apt,Cozy apartment in a brownstone,Manhattan, Harlem,July 06 2019,300
153405,Pat,entire home/apt,Greenpoint Spacious Loft,Brooklyn, Greenpoint,June 16 2019,125
153780,Donna,private room,Private E. Village Townhouse Stay,Manhattan, East Village,June 28 2019,175
155296,Meredith,entire home/apt,Incredible Prime Williamsburg Loft!,Brooklyn, Williamsburg,May 02 2019,255
157673,Tokunbo,entire home/apt,Large  Loft Style  Studio  Space,Brooklyn, Bedford-Stuyvesant,June 16 2019,72
158176,Laura,entire home/apt,Entire Apt in Heart of Williamsburg,Brooklyn, Williamsburg,June 29 2019,165
158290,Pepe,private room,Clinton Hill + Free Coffee = #smile,Brooklyn, Clinton Hill,May 20 2019,75
158955,Amia,entire home/apt,PRIVATE and SUNNY Williamsburg Apt!,Brooklyn, Williamsburg,June 29 2019,139
159749,JT And Tiziana,private room,Purple Room for 2/3 in brownstone $1450 per month,Brooklyn, Bedford-Stuyvesant,July 01 2019,88
159815,JT And Tiziana,private room,Red Room for two in Brownstone for $1355/mo,Brooklyn, Bedford-Stuyvesant,June 24 2019,80
159913,Kaye,private room,"Chelsea living, 2BR best location",Manhattan, Chelsea,July 03 2019,150
160609,Ligia,entire home/apt,LOCATION LOCATION LOCATION UWS 60's,Manhattan, Upper West Side,January 01 2019,200
160994,James,entire home/apt,In the heart of East Village,Manhattan, East Village,June 24 2019,200
161366,Lucy,private room,Sunny 15min to Manhattan LADY only,Queens, Sunnyside,June 01 2019,42
161996,"Robert ""Bob""",entire home/apt,Manhattan Penthouse-Max.12 guests,Manhattan, Harlem,June 26 2019,295
162508,Placid,entire home/apt,Beautiful Brooklyn Oasis,Brooklyn, Crown Heights,June 28 2019,130
163809,Jorin,entire home/apt,Cool & Spacious Harlem Artist Flat,Manhattan, Harlem,June 03 2019,198
163814,Seith,entire home/apt,‚òÜ STUDIO East Village ‚òÜ Own bath! ‚òÜ Sleeps 4 ‚òÜ,Manhattan, East Village,July 05 2019,99
163836,Andrea,private room,Greenpoint Loft / Le Chez Andrea,Brooklyn, Greenpoint,June 08 2019,46
164989,Jade,private room,"*SoHo: Clean, Safe, Private, Peaceful Bedroom (A)*",Manhattan, SoHo,June 16 2019,140
165461,Rahul,private room,Couldn't Be Closer To Columbia Uni2,Manhattan, Morningside Heights,January 01 2019,75
165824,Lucy,private room,Lady only Curtain-divided room,Queens, Sunnyside,May 01 2019,33
166172,Wanda,private room,LG Private Room/Family Friendly,Brooklyn, Bushwick,July 07 2019,60
166541,Yvette,private room,Spacious Quiet rm - 20mins to Midtown,Manhattan, Washington Heights,June 15 2019,75
167482,Barbara,entire home/apt,Charming upper west side apartment,Manhattan, Upper West Side,June 07 2019,185
168084,Chris,entire home/apt,Light-filled East Village Delight,Manhattan, East Village,June 30 2019,190
168123,Sara,entire home/apt,"Sunny, quiet, legal homelike suite-Pk Slope South",Brooklyn, South Slope,July 01 2019,105
169002,Alec,private room,Modern Space in Charming Pre-war,Manhattan, Harlem,June 16 2019,65
169306,Vanessa,private room,Affordable & Cozy,Bronx, University Heights,May 21 2019,37
169464,Ali & SweetPea,entire home/apt,Creative Vintage Loft in S. Williamsburg,Brooklyn, Williamsburg,May 16 2019,85
170761,Doug,private room,"Fort Greene, Brooklyn: Front Bedroom",Brooklyn, Fort Greene,July 02 2019,85
173072,Lewis,shared room,Cozy Pre-War Harlem Apartment,Manhattan, Harlem,July 06 2019,49
173151,Jane,private room,spacious studio,Brooklyn, Greenpoint,June 24 2019,91
176653,Cj,private room,East Village bedroom w rooftop,Manhattan, East Village,May 07 2019,100
176962,Dani,entire home/apt,Williamsburg Home Away From Home!,Brooklyn, Williamsburg,April 13 2019,179
177606,Kathrine,entire home/apt,SPACIOUS ALCOVE STUDIO/ JUNIOR ONE,Manhattan, Kips Bay,June 23 2019,189
179670,Milan,private room,High-end doorman bldg in the LES,Manhattan, Lower East Side,June 27 2019,120
179741,Tony,entire home/apt,Spring & Mulberry 2 Bedroom Apartment,Manhattan, Nolita,June 28 2019,300
180792,Jason,entire home/apt,Modern Garden Apartment in NYC,Queens, Astoria,April 04 2019,95
181972,Rosario,entire home/apt,Gorgeous Entire Manhattan Townhouse,Manhattan, Harlem,June 02 2019,199
182069,Mat,entire home/apt,Cozy studio Apartment in Upper East,Manhattan, East Harlem,June 20 2019,120
182095,Mike,entire home/apt,Historic classic central cozy Village clean NYU,Manhattan, West Village,April 29 2019,199
182177,Christian & Carla,entire home/apt,A PRIVATE FLAT / APARTMENT- $SPECIAL$,Bronx, Allerton,June 20 2019,125
182649,Obed,private room,Williamsburg bedroom by Bedford Ave,Brooklyn, Williamsburg,June 18 2019,70
185266,Lisa,private room,Clean and bright with a comfortable atmosphere,Brooklyn, Williamsburg,July 06 2019,75
187566,Andrew & Markus,entire home/apt,Historic Brooklyn Studio Apartment,Brooklyn, Bedford-Stuyvesant,June 10 2019,99
189135,Michael,private room,Hell's Kitchen Funky 80's Hideaway!,Manhattan, Hell's Kitchen,July 01 2019,99
189732,O'Dell,entire home/apt,Family & Friends in New York City,Brooklyn, East New York,June 29 2019,169
189787,Sundiata,entire home/apt,Spacious & Comfy BK Brownstone,Brooklyn, Crown Heights,June 30 2019,99
190267,Marina,entire home/apt,Large Luxury Upper East Side Studio,Manhattan, Upper East Side,July 07 2019,169
190542,Farrah,entire home/apt,Chateau Style Brooklyn Loft for Singles or Couples,Brooklyn, Bedford-Stuyvesant,May 18 2019,160
190968,Karen,entire home/apt,Lovely Brooklyn Brownstone 1BR!,Brooklyn, Prospect Heights,May 08 2019,215
190974,Alan,entire home/apt,Beautiful Grdn. Apt. in Park Slope,Brooklyn, Park Slope,May 29 2019,130
191075,Matthew,private room,Sun-drenched East Village Penthouse,Manhattan, East Village,March 28 2019,110
193105,Marcela,private room,Columbus Circle Luxury Bldg - Private Room&Bath,Manhattan, Hell's Kitchen,June 29 2019,150
193393,Mike,private room,"Spacious, Kid-Friendly, and 15-20 Mins. to Midtown",Queens, Sunnyside,June 25 2019,75
195123,Susan,private room,"Cheerful, comfortable room",Manhattan, Washington Heights,June 12 2019,50
195233,Dennis,private room,Hospitality on Propsect Pk-12 yrs Hosting Legally!,Brooklyn, Prospect-Lefferts Gardens,July 04 2019,43
195240,Dennis,private room,"Prospect Pk*NYC in 5 stops* Cozy,Clean & Legal!",Brooklyn, Prospect-Lefferts Gardens,June 17 2019,42
195971,Tim,entire home/apt,2 Beds over Bed-Stuy,Brooklyn, Bedford-Stuyvesant,June 23 2019,139
195989,Elizabeth,private room,"Sunny, Large, Park Slope Bedroom",Brooklyn, Park Slope,June 15 2019,105
197155,Vlad,entire home/apt,Quiet Jr Alcove Near Times Square!,Manhattan, Hell's Kitchen,June 23 2019,149
197753,Colin,private room,Large room in elevator drman bldg,Manhattan, Harlem,June 12 2019,68
197942,Toni,entire home/apt,"Comfy, Cozy, Brooklyn close to Manhattan",Brooklyn, Bedford-Stuyvesant,July 07 2019,99
199195,Jabari,private room,Modern Bedroom in Hamilton Heights,Manhattan, Harlem,March 30 2019,75
199312,Susanne,private room,Sunny Space in Williamsburg,Brooklyn, Williamsburg,June 24 2019,100
201992,Andrea,entire home/apt,Serene Park Slope Garden Apartment,Brooklyn, Park Slope,May 11 2019,190
204065,Erica,entire home/apt,St. James Pl Garden Studio 1block to PRATT &Gtrain,Brooklyn, Clinton Hill,June 04 2019,248
204959,Ange,private room,Comfortable. Spacious. Private Room.,Manhattan, Chinatown,July 02 2019,95
205043,Welcome To My Place,private room,Modern Condo in Midtown,Manhattan, Theater District,June 20 2019,150
205485,Zora & Chris,entire home/apt,Ideal Brooklyn Brownstone Apartment,Brooklyn, Bedford-Stuyvesant,June 11 2019,145
205735,Danielle,private room,"A Cozy Oasis in Bushwick, NY",Brooklyn, Bushwick,April 30 2019,41
205867,Tiffaney,entire home/apt,Private Entrance - Private Parking,Brooklyn, Williamsburg,July 03 2019,120
206071,Lori,private room,Yankee Stadium Oasis 2 stops to Manhattan!,Bronx, Concourse Village,June 25 2019,50
206772,Evan,entire home/apt,Williamsburg Exposed Brick Loft,Brooklyn, Williamsburg,May 26 2019,195
208889,Jameelah,entire home/apt,Welcome to Brooklyn! Bed-Stuy,Brooklyn, Bedford-Stuyvesant,June 24 2019,145
209310,Iulia,private room,Sunnyside NYC/ AC room/ city views/ near Midtown,Queens, Sunnyside,May 28 2019,50
211974,Goldi,entire home/apt,East Village House -- Unique!,Manhattan, East Village,July 01 2019,250
212109,Susan,private room,2-bedroom share in heart of Greenwich Village!,Manhattan, West Village,June 30 2019,80
212178,Jeremy,entire home/apt,1 Bedroom Pre War apt,Manhattan, Theater District,June 19 2019,230
213272,Meli,private room,CreaTive Live-In Artspace/Birdsnest,Brooklyn, Bushwick,April 21 2019,40
215560,Mary,private room,"Sunny, calm room in Victorian home",Brooklyn, Bedford-Stuyvesant,June 25 2019,79
215784,Jason,entire home/apt,Modern Unique Studio in NYC,Queens, Long Island City,March 31 2019,95
215907,Keenan & Emily,entire home/apt,"2 Bed, 2 Bath Apartment on Central Park West",Manhattan, Upper West Side,April 22 2019,300
218358,Orlando,private room,Your Haven in the Upper West Side,Manhattan, Harlem,June 03 2019,80
219066,Yana,entire home/apt,"Wonderful Studio In Brooklyn, NY!!!",Brooklyn, Bensonhurst,January 19 2019,110
219922,Carmel,private room,"Lovely Bdr in Harlem, Manhattan",Manhattan, Harlem,May 25 2019,100
220351,Boubacar And Pattee,private room,THE BEST DEAL ON THE HUDSON RIVER!!,Manhattan, Harlem,February 28 2019,55
220946,Lisa,entire home/apt,Newly Reno‚Äôd Chic Quiet Exec 1BR,Manhattan, East Village,June 16 2019,146
221097,Deborah,entire home/apt,Large Artist Floorthru- Greenpoint,Brooklyn, Greenpoint,March 15 2019,116
221618,Gershwyn,private room,Gorgeous PermaGO Private Room in FiDi - 1/2,Manhattan, Tribeca,May 21 2019,150
222304,Anton,entire home/apt,BEST DEAL IN CHELSEA 1 bdrm NYC,Manhattan, Chelsea,May 08 2019,199
223930,Rosalynn,entire home/apt,Lovely Apartment,Brooklyn, Prospect Heights,June 23 2019,150
225306,Mary,private room,Charming room in Victorian home,Brooklyn, Bedford-Stuyvesant,July 05 2019,79
225887,Christopher,private room,Brooklyn B & B close to Manhattan,Brooklyn, Fort Greene,June 19 2019,130
225926,Jessica,private room,The Notorious B.N.B. { The Erhart },Brooklyn, Clinton Hill,July 01 2019,239
225976,Marina,entire home/apt,Sunny cozy multileveled apartment!,Staten Island, Shore Acres,June 13 2019,75
226021,Ryan,entire home/apt,Sunny 2 bedroom Williamsburg Duplex w/ 3 beds,Brooklyn, Williamsburg,June 30 2019,220
227715,Marylyn,entire home/apt,ROOM WITH KITCHENETTE #2,Brooklyn, Bedford-Stuyvesant,June 30 2019,80
227735,Daniel,entire home/apt,Alpha-Bet City entire floor large cool 2br -L.E.S,Manhattan, East Village,June 24 2019,288
228317,Lady Jay,entire home/apt,"Your Haven Awaits At ""Emma's Place""",Brooklyn, Bedford-Stuyvesant,May 18 2019,135
228496,Gordon,entire home/apt,"Spacious, Kid-Friendly 2 BR in West Village",Manhattan, West Village,May 26 2019,225
228517,Raven,private room,Great Bedroom in Downtown Manhattan,Manhattan, Chinatown,June 24 2019,110
228925,Marceline,entire home/apt,Beautiful Brownstone,Brooklyn, Bedford-Stuyvesant,June 26 2019,100
229367,Carol,private room,COMFY ROOM/COFFEE AND BAGEL/WEEKLY DISCOUNT,Manhattan, East Village,July 03 2019,89
230321,Civan,entire home/apt,Apt with EmpireState view-Subway around the corner,Brooklyn, Bedford-Stuyvesant,June 09 2019,80
230854,Lori,private room,Zen Yankee Stadium Pad 5 Minutes To Manhattan!,Bronx, Concourse,June 29 2019,50
230877,Blanca,entire home/apt,Monthly Apartment Rental,Manhattan, East Harlem,June 30 2019,135
232612,Dee,entire home/apt,"Lovely pied-√†-terre, in an historic building",Brooklyn, Bedford-Stuyvesant,June 27 2019,110
232618,Selma,entire home/apt,"Spacious, well furnished, high fl. beautiful views",Manhattan, East Harlem,June 18 2019,145
233189,Michael,entire home/apt,NYC Studio in Heart of Times Square,Manhattan, Hell's Kitchen,May 31 2019,179
233662,Tiffany,private room,Large Sunny Luxe Prvt Room/Midtown,Manhattan, Midtown,May 18 2019,110
234184,William,entire home/apt,Spacious Stunning Harlem Townhouse,Manhattan, Harlem,June 30 2019,325
235552,Bertie,entire home/apt,HUGE Sunny Duplex Loft with Garden,Brooklyn, South Slope,June 16 2019,300
235651,Olan,private room,LARGE ARTSY Room w/ Loft Bed 4 DOOGLERS!,Manhattan, West Village,April 26 2019,130
235951,Dan,entire home/apt,Stylish Studio with exclusive Terrace,Manhattan, Midtown,June 19 2019,190
236671,Triny,entire home/apt,"Williamsburg Garden Home, 5 minutes from Manhattan",Brooklyn, Williamsburg,July 06 2019,180
237127,Liz,entire home/apt,LOCATION LOCATION LOCATION Liz's,Manhattan, Kips Bay,April 28 2019,195
239733,Nancy,entire home/apt,Astoria Garden Suite,Queens, Ditmars Steinway,June 26 2019,75
239883,Li,private room,Private Room in Fort Green BK close to city,Brooklyn, Fort Greene,May 25 2019,85
240800,Joseph,private room,Private Room Near Brooklyn Museum,Brooklyn, Prospect Heights,June 30 2019,55
241159,Ruari,entire home/apt,Clinton Hill 1 Bed Bright Loft Apartment,Brooklyn, Bedford-Stuyvesant,January 03 2019,110
241862,Mike,entire home/apt,Great Studio in W. Village - NYC!,Manhattan, West Village,January 02 2019,200
242532,Jessica,private room,The Notorious B.N.B. { The Swoon },Brooklyn, Clinton Hill,June 19 2019,279
